ID,Age,Sex,StaffStudent,Job,Vignette,Condition,Intention_rating,PB_rating,Job_ranking,Item
68,43,f,staff,Vet,b,HE,2,3,high,30
68,43,f,staff,HeadTeach,a,HE,2,3,high,11
68,43,f,staff,CEOCoff,b,HA,5,5,high,28
68,43,f,staff,RestManag,b,HA,3,4,high,32
68,43,f,staff,Vet,a,HA,0,0,high,14
68,43,f,staff,RetailManag,a,HE,4,4,high,15
69,39,f,staff,NewsCorr,a,HE,0,0,low,7
69,39,f,staff,Admin,a,HA,6,6,low,2
69,39,f,staff,MP,b,HE,0,0,high,21
69,39,f,staff,SuperManager,b,HE,0,0,high,17
69,39,f,staff,EntrLevPers,b,HE,0,0,low,22
69,39,f,staff,SuperManager,a,HA,6,6,high,1
69,39,f,staff,StuNurse,b,HA,6,6,low,24
69,39,f,staff,Editor,b,HA,6,6,high,19
69,39,f,staff,Cleaner,b,HA,6,6,low,20
69,39,f,staff,MP,a,HA,6,6,high,5
69,39,f,staff,ProofRead,a,HE,0,0,low,3
69,39,f,staff,EntrLevPers,a,HA,6,6,low,6
69,39,f,staff,Doctor,a,HE,5,5,high,8
69,39,f,staff,VC,a,HE,5,5,high,4
69,39,f,staff,TVCorpDir,b,HA,6,6,high,23
69,39,f,staff,Admin,b,HE,0,1,low,18
69,39,f,staff,PubTranDrive,b,HE,1,1,low,26
69,39,f,staff,VetAssist,b,HE,1,1,low,30
69,39,f,staff,TeachAssist,a,HE,0,0,low,11
69,39,f,staff,AircraftEng,b,HE,0,0,high,25
69,39,f,staff,Barrister,b,HE,0,0,high,29
69,39,f,staff,CEOCoff,a,HE,0,0,high,12
69,39,f,staff,PubTranDrive,a,HA,4,4,low,10
69,39,f,staff,HeadTeach,b,HA,6,6,high,27
69,39,f,staff,BaristaCoff,b,HA,6,6,low,28
69,39,f,staff,RetailAssist,a,HE,0,0,low,15
69,39,f,staff,WaitStaff,b,HA,6,6,low,32
69,39,f,staff,AircraftEng,a,HA,6,6,high,9
69,39,f,staff,Barrister,a,HA,6,6,high,13
69,39,f,staff,RetailManag,b,HA,5,6,high,31
69,39,f,staff,VetAssist,a,HA,4,1,low,14
69,39,f,staff,RestManag,a,HE,0,0,high,16
70,28,m,staff,Cleaner,b,HE,0,1,low,20
70,28,m,staff,Cleaner,a,HA,1,5,low,4
70,28,m,staff,MP,b,HA,5,6,high,21
70,28,m,staff,StuNurse,a,HA,4,5,low,8
70,28,m,staff,SuperShelf,a,HE,0,2,low,1
70,28,m,staff,Editor,a,HA,3,4,high,3
70,28,m,staff,TVCorpDir,b,HE,0,2,high,23
70,28,m,staff,CivilServ,a,HE,1,4,low,5
70,28,m,staff,StuNurse,b,HE,0,3,low,24
70,28,m,staff,EntrLevPers,b,HA,4,6,low,22
70,28,m,staff,TVCorpDir,a,HA,3,6,high,7
70,28,m,staff,Admin,b,HA,2,5,low,18
70,28,m,staff,CEO,a,HE,0,1,high,2
70,28,m,staff,Editor,b,HE,0,2,high,19
70,28,m,staff,SuperManager,b,HA,2,4,high,17
70,28,m,staff,General,a,HE,0,2,high,6
70,28,m,staff,RetailManag,a,HA,3,4,high,15
70,28,m,staff,WaitStaff,b,HE,0,2,low,32
70,28,m,staff,BaristaCoff,a,HA,1,3,low,12
70,28,m,staff,WaitStaff,a,HA,1,4,low,16
70,28,m,staff,VetAssist,b,HA,3,5,low,30
70,28,m,staff,AppElec,a,HE,0,2,low,9
70,28,m,staff,BaristaCoff,b,HE,0,2,low,28
70,28,m,staff,Pilot,a,HE,0,2,high,10
70,28,m,staff,HeadTeach,b,HE,0,3,high,27
70,28,m,staff,RetailManag,b,HE,0,3,high,31
70,28,m,staff,Barrister,b,HA,1,4,high,29
70,28,m,staff,AircraftEng,b,HA,1,4,high,25
70,28,m,staff,Vet,a,HE,2,4,high,14
70,28,m,staff,PubTranDrive,b,HA,1,4,low,26
70,28,m,staff,CivilServLaw,a,HE,0,3,low,13
70,28,m,staff,HeadTeach,a,HA,1,4,high,11
71,24,f,student,CivilServ,a,HA,0,0,low,5
71,24,f,student,CEO,a,HA,6,6,high,2
71,24,f,student,Editor,a,HE,0,0,high,3
71,24,f,student,TVCorpDir,a,HE,0,0,high,7
71,24,f,student,NewsCorr,b,HA,0,3,low,23
71,24,f,student,CivilServ,b,HE,1,4,low,21
71,24,f,student,ProofRead,b,HA,1,4,low,19
71,24,f,student,General,b,HE,1,4,high,22
71,24,f,student,General,a,HA,2,3,high,6
71,24,f,student,VC,b,HA,0,3,high,20
71,24,f,student,Doctor,b,HA,2,1,high,24
71,24,f,student,SuperShelf,a,HA,3,5,low,1
71,24,f,student,CEO,b,HE,3,3,high,18
71,24,f,student,SuperShelf,b,HE,2,2,low,17
71,24,f,student,StuNurse,a,HE,5,4,low,8
71,24,f,student,Cleaner,a,HE,2,3,low,4
71,24,f,student,Vet,a,HA,0,3,high,14
71,24,f,student,CivilServLaw,a,HA,2,4,low,13
71,24,f,student,RestManag,b,HA,2,3,high,32
71,24,f,student,AppElec,b,HE,1,4,low,25
71,24,f,student,RetailAssist,b,HA,4,6,low,31
71,24,f,student,HeadTeach,a,HE,1,3,high,11
71,24,f,student,AppElec,a,HA,1,3,low,9
71,24,f,student,BaristaCoff,a,HE,2,4,low,12
71,24,f,student,WaitStaff,a,HE,1,4,low,16
71,24,f,student,CEOCoff,b,HA,2,4,high,28
71,24,f,student,Pilot,b,HE,2,4,high,26
71,24,f,student,TeachAssist,b,HA,3,5,low,27
71,24,f,student,Pilot,a,HA,1,3,high,10
71,24,f,student,Vet,b,HE,2,5,high,30
71,24,f,student,CivilServLaw,b,HE,2,5,low,29
71,24,f,student,RetailManag,a,HE,1,4,high,15
72,51,f,staff,Doctor,a,HA,3,3,high,8
72,51,f,staff,ProofRead,a,HA,5,4,low,3
72,51,f,staff,VC,a,HA,2,5,high,4
72,51,f,staff,VC,b,HE,2,1,high,20
72,51,f,staff,CivilServ,b,HA,6,6,low,21
72,51,f,staff,SuperManager,a,HE,2,1,high,1
72,51,f,staff,Doctor,b,HE,3,3,high,24
72,51,f,staff,MP,a,HE,3,4,high,5
72,51,f,staff,General,b,HA,3,4,high,22
72,51,f,staff,NewsCorr,b,HE,1,4,low,23
72,51,f,staff,Admin,a,HE,3,4,low,2
72,51,f,staff,EntrLevPers,a,HE,3,4,low,6
72,51,f,staff,ProofRead,b,HE,3,3,low,19
72,51,f,staff,NewsCorr,a,HA,2,6,low,7
72,51,f,staff,CEO,b,HA,3,6,high,18
72,51,f,staff,SuperShelf,b,HA,2,4,low,17
72,51,f,staff,PubTranDrive,a,HE,3,4,low,10
72,51,f,staff,RestManag,b,HE,3,5,high,32
72,51,f,staff,TeachAssist,b,HE,3,5,low,27
72,51,f,staff,CEOCoff,b,HE,3,4,high,28
72,51,f,staff,Barrister,a,HE,3,5,high,13
72,51,f,staff,AircraftEng,a,HE,4,5,high,9
72,51,f,staff,Vet,b,HA,4,3,high,30
72,51,f,staff,RestManag,a,HA,2,5,high,16
72,51,f,staff,TeachAssist,a,HA,4,5,low,11
72,51,f,staff,RetailAssist,a,HA,5,6,low,15
72,51,f,staff,AppElec,b,HA,3,5,low,25
72,51,f,staff,VetAssist,a,HE,4,6,low,14
72,51,f,staff,CEOCoff,a,HA,5,6,high,12
72,51,f,staff,RetailAssist,b,HE,4,4,low,31
72,51,f,staff,Pilot,b,HA,2,2,high,26
72,51,f,staff,CivilServLaw,b,HA,4,6,low,29
73,45,f,student,Editor,a,HA,3,3,high,3
73,45,f,student,Admin,b,HA,5,5,low,18
73,45,f,student,SuperShelf,a,HE,4,4,low,1
73,45,f,student,Editor,b,HE,2,2,high,19
73,45,f,student,TVCorpDir,b,HE,2,2,high,23
73,45,f,student,MP,b,HA,6,6,high,21
73,45,f,student,CivilServ,a,HE,3,3,low,5
73,45,f,student,Cleaner,b,HE,2,2,low,20
73,45,f,student,StuNurse,b,HE,3,3,low,24
73,45,f,student,TVCorpDir,a,HA,5,5,high,7
73,45,f,student,Cleaner,a,HA,4,4,low,4
73,45,f,student,StuNurse,a,HA,5,5,low,8
73,45,f,student,General,a,HE,1,1,high,6
73,45,f,student,EntrLevPers,b,HA,5,5,low,22
73,45,f,student,SuperManager,b,HA,5,5,high,17
73,45,f,student,CEO,a,HE,2,2,high,2
73,45,f,student,HeadTeach,b,HE,2,2,high,27
73,45,f,student,AircraftEng,b,HA,5,5,high,25
73,45,f,student,BaristaCoff,b,HE,3,3,low,28
73,45,f,student,BaristaCoff,a,HA,5,5,low,12
73,45,f,student,WaitStaff,a,HA,5,5,low,16
73,45,f,student,Barrister,b,HA,5,5,high,29
73,45,f,student,VetAssist,b,HA,5,5,low,30
73,45,f,student,RetailManag,b,HE,3,3,high,31
73,45,f,student,Pilot,a,HE,3,3,high,10
73,45,f,student,CivilServLaw,a,HE,3,3,low,13
73,45,f,student,Vet,a,HE,3,3,high,14
73,45,f,student,PubTranDrive,b,HA,5,5,low,26
73,45,f,student,WaitStaff,b,HE,2,2,low,32
73,45,f,student,HeadTeach,a,HA,5,5,high,11
73,45,f,student,RetailManag,a,HA,5,5,high,15
73,45,f,student,AppElec,a,HE,3,3,low,9
74,20,f,student,Cleaner,a,HE,0,1,low,4
74,20,f,student,Doctor,b,HA,5,4,high,24
74,20,f,student,SuperShelf,b,HE,0,1,low,17
74,20,f,student,General,a,HA,4,5,high,6
74,20,f,student,VC,b,HA,4,5,high,20
74,20,f,student,SuperShelf,a,HA,5,4,low,1
74,20,f,student,CivilServ,b,HE,1,1,low,21
74,20,f,student,StuNurse,a,HE,2,3,low,8
74,20,f,student,Editor,a,HE,0,2,high,3
74,20,f,student,ProofRead,b,HA,4,5,low,19
74,20,f,student,CivilServ,a,HA,5,6,low,5
74,20,f,student,CEO,b,HE,1,3,high,18
74,20,f,student,NewsCorr,b,HA,4,4,low,23
74,20,f,student,General,b,HE,0,1,high,22
74,20,f,student,TVCorpDir,a,HE,0,0,high,7
74,20,f,student,CEO,a,HA,5,6,high,2
74,20,f,student,TeachAssist,b,HA,4,5,low,27
74,20,f,student,AppElec,b,HE,2,3,low,25
74,20,f,student,CEOCoff,b,HA,3,4,high,28
74,20,f,student,RetailAssist,b,HA,5,2,low,31
74,20,f,student,BaristaCoff,a,HE,4,5,low,12
74,20,f,student,Vet,b,HE,2,1,high,30
74,20,f,student,WaitStaff,a,HE,4,3,low,16
74,20,f,student,HeadTeach,a,HE,2,3,high,11
74,20,f,student,RestManag,b,HA,5,6,high,32
74,20,f,student,CivilServLaw,a,HA,2,4,low,13
74,20,f,student,CivilServLaw,b,HE,2,2,low,29
74,20,f,student,RetailManag,a,HE,2,1,high,15
74,20,f,student,AppElec,a,HA,2,3,low,9
74,20,f,student,Pilot,b,HE,2,2,high,26
74,20,f,student,Vet,a,HA,0,0,high,14
74,20,f,student,Pilot,a,HA,4,3,high,10
75,22,f,student,VC,a,HA,3,3,high,4
75,22,f,student,NewsCorr,b,HE,2,3,low,23
75,22,f,student,MP,a,HE,4,3,high,5
75,22,f,student,Admin,a,HE,2,3,low,2
75,22,f,student,General,b,HA,3,4,high,22
75,22,f,student,SuperManager,a,HE,3,3,high,1
75,22,f,student,ProofRead,a,HA,3,4,low,3
75,22,f,student,VC,b,HE,2,3,high,20
75,22,f,student,Doctor,a,HA,3,4,high,8
75,22,f,student,CEO,b,HA,3,5,high,18
75,22,f,student,NewsCorr,a,HA,3,4,low,7
75,22,f,student,ProofRead,b,HE,3,3,low,19
75,22,f,student,CivilServ,b,HA,3,4,low,21
75,22,f,student,SuperShelf,b,HA,4,5,low,17
75,22,f,student,Doctor,b,HE,3,3,high,24
75,22,f,student,EntrLevPers,a,HE,3,3,low,6
75,22,f,student,Vet,b,HA,3,4,high,30
75,22,f,student,RetailAssist,b,HE,3,2,low,31
75,22,f,student,Barrister,a,HE,3,3,high,13
75,22,f,student,RestManag,a,HA,3,4,high,16
75,22,f,student,CEOCoff,b,HE,2,2,high,28
75,22,f,student,RetailAssist,a,HA,3,4,low,15
75,22,f,student,RestManag,b,HE,3,2,high,32
75,22,f,student,PubTranDrive,a,HE,2,3,low,10
75,22,f,student,CEOCoff,a,HA,3,4,high,12
75,22,f,student,TeachAssist,b,HE,2,3,low,27
75,22,f,student,Pilot,b,HA,3,4,high,26
75,22,f,student,AppElec,b,HA,3,4,low,25
75,22,f,student,VetAssist,a,HE,3,3,low,14
75,22,f,student,CivilServLaw,b,HA,3,4,low,29
75,22,f,student,AircraftEng,a,HE,3,3,high,9
75,22,f,student,TeachAssist,a,HA,3,4,low,11
76,22,f,student,TVCorpDir,b,HA,3,2,high,23
76,22,f,student,Cleaner,b,HA,2,2,low,20
76,22,f,student,EntrLevPers,b,HE,0,0,low,22
76,22,f,student,SuperManager,b,HE,0,0,high,17
76,22,f,student,SuperManager,a,HA,1,2,high,1
76,22,f,student,ProofRead,a,HE,0,0,low,3
76,22,f,student,StuNurse,b,HA,1,1,low,24
76,22,f,student,MP,b,HE,0,0,high,21
76,22,f,student,Admin,a,HA,1,2,low,2
76,22,f,student,Doctor,a,HE,4,3,high,8
76,22,f,student,Admin,b,HE,0,0,low,18
76,22,f,student,EntrLevPers,a,HA,0,1,low,6
76,22,f,student,Editor,b,HA,2,3,high,19
76,22,f,student,NewsCorr,a,HE,0,0,low,7
76,22,f,student,MP,a,HA,2,2,high,5
76,22,f,student,VC,a,HE,0,0,high,4
76,22,f,student,HeadTeach,b,HA,1,3,high,27
76,22,f,student,RetailAssist,a,HE,0,1,low,15
76,22,f,student,RetailManag,b,HA,1,3,high,31
76,22,f,student,AircraftEng,a,HA,0,2,high,9
76,22,f,student,PubTranDrive,a,HA,0,1,low,10
76,22,f,student,PubTranDrive,b,HE,0,0,low,26
76,22,f,student,AircraftEng,b,HE,0,0,high,25
76,22,f,student,BaristaCoff,b,HA,2,3,low,28
76,22,f,student,VetAssist,a,HA,3,4,low,14
76,22,f,student,Barrister,b,HE,0,0,high,29
76,22,f,student,RestManag,a,HE,0,0,high,16
76,22,f,student,WaitStaff,b,HA,0,0,low,32
76,22,f,student,TeachAssist,a,HE,0,0,low,11
76,22,f,student,CEOCoff,a,HE,0,0,high,12
76,22,f,student,Barrister,a,HA,0,0,high,13
76,22,f,student,VetAssist,b,HE,0,0,low,30
77,20,f,student,ProofRead,b,HA,1,4,low,19
77,20,f,student,General,a,HA,6,6,high,6
77,20,f,student,CEO,b,HE,0,3,high,18
77,20,f,student,VC,b,HA,6,6,high,20
77,20,f,student,CivilServ,b,HE,1,3,low,21
77,20,f,student,SuperShelf,a,HA,4,6,low,1
77,20,f,student,General,b,HE,6,3,high,22
77,20,f,student,Cleaner,a,HE,0,0,low,4
77,20,f,student,Editor,a,HE,6,6,high,3
77,20,f,student,TVCorpDir,a,HE,0,0,high,7
77,20,f,student,Doctor,b,HA,6,2,high,24
77,20,f,student,SuperShelf,b,HE,4,0,low,17
77,20,f,student,CEO,a,HA,5,5,high,2
77,20,f,student,CivilServ,a,HA,6,6,low,5
77,20,f,student,StuNurse,a,HE,6,6,low,8
77,20,f,student,NewsCorr,b,HA,3,3,low,23
77,20,f,student,Pilot,a,HA,4,6,high,10
77,20,f,student,WaitStaff,a,HE,2,0,low,16
77,20,f,student,BaristaCoff,a,HE,0,0,low,12
77,20,f,student,RestManag,b,HA,0,4,high,32
77,20,f,student,CEOCoff,b,HA,4,6,high,28
77,20,f,student,Vet,b,HE,6,6,high,30
77,20,f,student,Pilot,b,HE,6,6,high,26
77,20,f,student,TeachAssist,b,HA,4,6,low,27
77,20,f,student,AppElec,b,HE,5,5,low,25
77,20,f,student,HeadTeach,a,HE,2,6,high,11
77,20,f,student,AppElec,a,HA,6,6,low,9
77,20,f,student,CivilServLaw,b,HE,4,4,low,29
77,20,f,student,RetailAssist,b,HA,6,6,low,31
77,20,f,student,CivilServLaw,a,HA,4,1,low,13
77,20,f,student,RetailManag,a,HE,4,6,high,15
77,20,f,student,Vet,a,HA,4,5,high,14
78,20,f,student,NewsCorr,b,HE,2,1,low,23
78,20,f,student,VC,a,HA,3,3,high,4
78,20,f,student,VC,b,HE,0,0,high,20
78,20,f,student,NewsCorr,a,HA,5,6,low,7
78,20,f,student,CivilServ,b,HA,2,1,low,21
78,20,f,student,Doctor,a,HA,3,3,high,8
78,20,f,student,SuperShelf,b,HA,5,6,low,17
78,20,f,student,ProofRead,b,HE,1,0,low,19
78,20,f,student,SuperManager,a,HE,4,4,high,1
78,20,f,student,CEO,b,HA,6,6,high,18
78,20,f,student,Admin,a,HE,1,1,low,2
78,20,f,student,Doctor,b,HE,3,3,high,24
78,20,f,student,ProofRead,a,HA,6,6,low,3
78,20,f,student,EntrLevPers,a,HE,2,2,low,6
78,20,f,student,MP,a,HE,4,4,high,5
78,20,f,student,General,b,HA,4,3,high,22
78,20,f,student,AppElec,b,HA,4,4,low,25
78,20,f,student,RestManag,b,HE,1,0,high,32
78,20,f,student,CEOCoff,a,HA,4,4,high,12
78,20,f,student,VetAssist,a,HE,5,5,low,14
78,20,f,student,CEOCoff,b,HE,0,1,high,28
78,20,f,student,AircraftEng,a,HE,0,1,high,9
78,20,f,student,PubTranDrive,a,HE,0,1,low,10
78,20,f,student,Pilot,b,HA,2,4,high,26
78,20,f,student,TeachAssist,a,HA,4,6,low,11
78,20,f,student,CivilServLaw,b,HA,3,4,low,29
78,20,f,student,Vet,b,HA,6,6,high,30
78,20,f,student,RetailAssist,a,HA,4,6,low,15
78,20,f,student,Barrister,a,HE,2,3,high,13
78,20,f,student,RestManag,a,HA,4,3,high,16
78,20,f,student,RetailAssist,b,HE,3,4,low,31
78,20,f,student,TeachAssist,b,HE,4,3,low,27
79,20,f,student,MP,b,HE,2,2,high,21
79,20,f,student,MP,a,HA,4,4,high,5
79,20,f,student,Admin,a,HA,3,3,low,2
79,20,f,student,TVCorpDir,b,HA,3,3,high,23
79,20,f,student,NewsCorr,a,HE,3,4,low,7
79,20,f,student,ProofRead,a,HE,2,5,low,3
79,20,f,student,SuperManager,a,HA,3,2,high,1
79,20,f,student,EntrLevPers,b,HE,3,4,low,22
79,20,f,student,EntrLevPers,a,HA,3,3,low,6
79,20,f,student,Cleaner,b,HA,4,5,low,20
79,20,f,student,VC,a,HE,3,4,high,4
79,20,f,student,Doctor,a,HE,4,4,high,8
79,20,f,student,Editor,b,HA,3,3,high,19
79,20,f,student,StuNurse,b,HA,2,2,low,24
79,20,f,student,Admin,b,HE,3,4,low,18
79,20,f,student,SuperManager,b,HE,3,4,high,17
79,20,f,student,AircraftEng,b,HE,3,4,high,25
79,20,f,student,RetailAssist,a,HE,3,4,low,15
79,20,f,student,RetailManag,b,HA,5,5,high,31
79,20,f,student,PubTranDrive,b,HE,3,4,low,26
79,20,f,student,VetAssist,a,HA,3,4,low,14
79,20,f,student,AircraftEng,a,HA,3,3,high,9
79,20,f,student,VetAssist,b,HE,3,4,low,30
79,20,f,student,Barrister,b,HE,3,3,high,29
79,20,f,student,PubTranDrive,a,HA,2,3,low,10
79,20,f,student,TeachAssist,a,HE,3,4,low,11
79,20,f,student,BaristaCoff,b,HA,4,4,low,28
79,20,f,student,WaitStaff,b,HA,4,4,low,32
79,20,f,student,Barrister,a,HA,4,4,high,13
79,20,f,student,RestManag,a,HE,3,4,high,16
79,20,f,student,HeadTeach,b,HA,4,4,high,27
79,20,f,student,CEOCoff,a,HE,3,3,high,12
80,20,f,student,Admin,b,HA,1,3,low,18
80,20,f,student,Cleaner,a,HA,1,4,low,4
80,20,f,student,SuperManager,b,HA,2,5,high,17
80,20,f,student,StuNurse,b,HE,0,3,low,24
80,20,f,student,General,a,HE,1,3,high,6
80,20,f,student,CEO,a,HE,1,4,high,2
80,20,f,student,TVCorpDir,a,HA,2,5,high,7
80,20,f,student,EntrLevPers,b,HA,4,2,low,22
80,20,f,student,Cleaner,b,HE,3,3,low,20
80,20,f,student,CivilServ,a,HE,1,3,low,5
80,20,f,student,TVCorpDir,b,HE,1,3,high,23
80,20,f,student,Editor,b,HE,1,3,high,19
80,20,f,student,MP,b,HA,2,4,high,21
80,20,f,student,SuperShelf,a,HE,2,3,low,1
80,20,f,student,StuNurse,a,HA,5,4,low,8
80,20,f,student,Editor,a,HA,2,4,high,3
80,20,f,student,WaitStaff,a,HA,2,4,low,16
80,20,f,student,BaristaCoff,b,HE,1,3,low,28
80,20,f,student,AppElec,a,HE,1,3,low,9
80,20,f,student,HeadTeach,a,HA,2,5,high,11
80,20,f,student,HeadTeach,b,HE,1,3,high,27
80,20,f,student,Barrister,b,HA,2,4,high,29
80,20,f,student,CivilServLaw,a,HE,1,3,low,13
80,20,f,student,BaristaCoff,a,HA,2,6,low,12
80,20,f,student,RetailManag,a,HA,1,5,high,15
80,20,f,student,Vet,a,HE,2,5,high,14
80,20,f,student,PubTranDrive,b,HA,2,4,low,26
80,20,f,student,RetailManag,b,HE,1,3,high,31
80,20,f,student,WaitStaff,b,HE,1,4,low,32
80,20,f,student,VetAssist,b,HA,2,5,low,30
80,20,f,student,AircraftEng,b,HA,2,5,high,25
80,20,f,student,Pilot,a,HE,1,3,high,10
81,20,f,student,Doctor,b,HA,3,5,high,24
81,20,f,student,Editor,a,HE,2,1,high,3
81,20,f,student,General,b,HE,2,0,high,22
81,20,f,student,TVCorpDir,a,HE,1,2,high,7
81,20,f,student,StuNurse,a,HE,4,5,low,8
81,20,f,student,VC,b,HA,4,5,high,20
81,20,f,student,CEO,b,HE,3,4,high,18
81,20,f,student,NewsCorr,b,HA,3,4,low,23
81,20,f,student,SuperShelf,a,HA,2,1,low,1
81,20,f,student,CivilServ,b,HE,3,2,low,21
81,20,f,student,ProofRead,b,HA,4,3,low,19
81,20,f,student,SuperShelf,b,HE,1,3,low,17
81,20,f,student,CivilServ,a,HA,2,3,low,5
81,20,f,student,Cleaner,a,HE,0,1,low,4
81,20,f,student,General,a,HA,2,3,high,6
81,20,f,student,CEO,a,HA,2,3,high,2
81,20,f,student,BaristaCoff,a,HE,2,3,low,12
81,20,f,student,CEOCoff,b,HA,4,5,high,28
81,20,f,student,WaitStaff,a,HE,2,1,low,16
81,20,f,student,AppElec,b,HE,2,3,low,25
81,20,f,student,RetailAssist,b,HA,4,6,low,31
81,20,f,student,Vet,b,HE,3,2,high,30
81,20,f,student,HeadTeach,a,HE,1,2,high,11
81,20,f,student,CivilServLaw,b,HE,3,2,low,29
81,20,f,student,Pilot,a,HA,1,0,high,10
81,20,f,student,AppElec,a,HA,3,4,low,9
81,20,f,student,CivilServLaw,a,HA,3,4,low,13
81,20,f,student,Pilot,b,HE,3,5,high,26
81,20,f,student,RetailManag,a,HE,3,4,high,15
81,20,f,student,Vet,a,HA,5,6,high,14
81,20,f,student,RestManag,b,HA,4,5,high,32
81,20,f,student,TeachAssist,b,HA,6,6,low,27
82,21,f,student,TVCorpDir,a,HA,4,6,high,7
82,21,f,student,Cleaner,a,HA,0,3,low,4
82,21,f,student,CivilServ,a,HE,2,4,low,5
82,21,f,student,CEO,a,HE,1,0,high,2
82,21,f,student,StuNurse,b,HE,0,0,low,24
82,21,f,student,Cleaner,b,HE,1,2,low,20
82,21,f,student,EntrLevPers,b,HA,1,2,low,22
82,21,f,student,General,a,HE,1,3,high,6
82,21,f,student,StuNurse,a,HA,6,6,low,8
82,21,f,student,MP,b,HA,4,5,high,21
82,21,f,student,Editor,b,HE,3,3,high,19
82,21,f,student,TVCorpDir,b,HE,1,1,high,23
82,21,f,student,SuperManager,b,HA,4,2,high,17
82,21,f,student,SuperShelf,a,HE,2,1,low,1
82,21,f,student,Admin,b,HA,5,5,low,18
82,21,f,student,Editor,a,HA,6,6,high,3
82,21,f,student,AppElec,a,HE,0,1,low,9
82,21,f,student,VetAssist,b,HA,5,4,low,30
82,21,f,student,AircraftEng,b,HA,5,5,high,25
82,21,f,student,Vet,a,HE,6,6,high,14
82,21,f,student,WaitStaff,b,HE,3,3,low,32
82,21,f,student,Barrister,b,HA,4,3,high,29
82,21,f,student,RetailManag,b,HE,2,3,high,31
82,21,f,student,PubTranDrive,b,HA,4,3,low,26
82,21,f,student,BaristaCoff,a,HA,6,5,low,12
82,21,f,student,CivilServLaw,a,HE,2,2,low,13
82,21,f,student,RetailManag,a,HA,4,4,high,15
82,21,f,student,HeadTeach,b,HE,2,3,high,27
82,21,f,student,HeadTeach,a,HA,5,5,high,11
82,21,f,student,BaristaCoff,b,HE,3,4,low,28
82,21,f,student,Pilot,a,HE,2,2,high,10
82,21,f,student,WaitStaff,a,HA,4,3,low,16
83,21,f,student,TVCorpDir,b,HA,4,3,high,23
83,21,f,student,SuperManager,b,HE,0,0,high,17
83,21,f,student,SuperManager,a,HA,2,5,high,1
83,21,f,student,EntrLevPers,b,HE,4,4,low,22
83,21,f,student,VC,a,HE,5,3,high,4
83,21,f,student,Admin,a,HA,2,5,low,2
83,21,f,student,Doctor,a,HE,6,6,high,8
83,21,f,student,Admin,b,HE,0,0,low,18
83,21,f,student,MP,a,HA,2,6,high,5
83,21,f,student,MP,b,HE,2,3,high,21
83,21,f,student,StuNurse,b,HA,0,3,low,24
83,21,f,student,Editor,b,HA,4,6,high,19
83,21,f,student,NewsCorr,a,HE,0,0,low,7
83,21,f,student,ProofRead,a,HE,0,0,low,3
83,21,f,student,EntrLevPers,a,HA,2,4,low,6
83,21,f,student,Cleaner,b,HA,4,6,low,20
83,21,f,student,PubTranDrive,b,HE,0,3,low,26
83,21,f,student,RestManag,a,HE,0,3,high,16
83,21,f,student,AircraftEng,a,HA,2,5,high,9
83,21,f,student,PubTranDrive,a,HA,4,5,low,10
83,21,f,student,VetAssist,a,HA,4,6,low,14
83,21,f,student,HeadTeach,b,HA,3,6,high,27
83,21,f,student,VetAssist,b,HE,3,2,low,30
83,21,f,student,WaitStaff,b,HA,4,4,low,32
83,21,f,student,Barrister,a,HA,1,1,high,13
83,21,f,student,RetailManag,b,HA,6,6,high,31
83,21,f,student,RetailAssist,a,HE,2,0,low,15
83,21,f,student,Barrister,b,HE,2,2,high,29
83,21,f,student,BaristaCoff,b,HA,4,5,low,28
83,21,f,student,TeachAssist,a,HE,4,1,low,11
83,21,f,student,CEOCoff,a,HE,1,3,high,12
83,21,f,student,AircraftEng,b,HE,2,4,high,25
84,52,f,student,VC,b,HE,0,0,high,20
84,52,f,student,Doctor,b,HE,4,4,high,24
84,52,f,student,ProofRead,a,HA,6,3,low,3
84,52,f,student,VC,a,HA,5,6,high,4
84,52,f,student,Doctor,a,HA,6,6,high,8
84,52,f,student,General,b,HA,3,3,high,22
84,52,f,student,CivilServ,b,HA,6,6,low,21
84,52,f,student,NewsCorr,b,HE,6,6,low,23
84,52,f,student,NewsCorr,a,HA,6,6,low,7
84,52,f,student,CEO,b,HA,6,6,high,18
84,52,f,student,ProofRead,b,HE,3,2,low,19
84,52,f,student,MP,a,HE,4,4,high,5
84,52,f,student,Admin,a,HE,6,1,low,2
84,52,f,student,SuperManager,a,HE,1,1,high,1
84,52,f,student,SuperShelf,b,HA,6,6,low,17
84,52,f,student,EntrLevPers,a,HE,0,0,low,6
84,52,f,student,RetailAssist,b,HE,0,0,low,31
84,52,f,student,Vet,b,HA,6,6,high,30
84,52,f,student,CivilServLaw,b,HA,6,6,low,29
84,52,f,student,AppElec,b,HA,6,1,low,25
84,52,f,student,CEOCoff,b,HE,0,0,high,28
84,52,f,student,TeachAssist,a,HA,6,6,low,11
84,52,f,student,AircraftEng,a,HE,0,0,high,9
84,52,f,student,Pilot,b,HA,5,3,high,26
84,52,f,student,TeachAssist,b,HE,0,0,low,27
84,52,f,student,RestManag,a,HA,5,5,high,16
84,52,f,student,RestManag,b,HE,0,0,high,32
84,52,f,student,Barrister,a,HE,0,2,high,13
84,52,f,student,RetailAssist,a,HA,5,4,low,15
